1447911079.58,90.182266,121.53241,58.2699528,74.3381,-84.3585308334
1447937569.44,145.214661636,153.567354,74.13266,74.13266,-47.683352
1447937570.05,50.7195246667,86.730874,63.2979826667,119.12402,107.070384898
1447937570.42,44.177402,65.474682,61.710388,119.12402,97.0151559074
1447937571.06,70.076538,70.076538,63.5277876522,119.12402,141.748436065
1447937572.32,58.8242468,73.73337,70.2975397193,119.12402,273.906114613
1447937573.27,41.724106,74.157946,67.9751666667,119.12402,188.852138809
1447937574.23,59.1635652,74.609914,64.9817754286,119.12402,120.528675974
1447937575.07,71.4817476,73.952506,56.97842,59.710772,110.396955363
1447937575.82,62.6180877143,74.445562,53.2219115556,60.286004,111.024292512
1447937576.15,58.041178,75.17145,37.597724,48.055476,99.8057602503
1447937576.34,69.1373837143,75.417978,33.8722897143,38.618932,66.4979793054
1447937576.74,115.965964286,152.047098,75.899444,90.22546,-73.7434916971
1447937580.46,148.402625805,154.306938,6.310068,6.310068,-108.301848
1447937582.34,130.025642,150.485754,0.626228,0.85906,-37.2323568806
1447937596.45,139.339492667,152.75929,23.210932,23.210932,3.032936
1447937653.71,124.537662085,144.021242,25.950132,25.950132,0.14308
1447937658.85,106.730458,147.582202,35.982452,75.885748,-73.285196252
1447937659.12,157.487453556,162.593018,25.5027293333,31.428532,-202.113046471
1447937659.28,159.570767333,162.456058,43.1203506667,46.754356,-151.46213306
1447937660.15,149.864868667,217.06201,60.8975601739,77.364916,114.374189578
1447937660.55,69.8174553333,110.589306,33.2342969231,61.847348,81.7173028984
1447937661.01,68.561418,74.14425,37.3479432,75.940532,90.371168102
1447937664.79,70.1614532,74.253818,30.483508,60.176436,53.1632640279
1447937667.87,110.8522692,135.584506,24.101172,31.592884,23.467368
1447937668.08,97.2204882222,160.730362,59.2725,73.228724,137.273501665
1447937669.32,132.609284521,183.64377,79.2715818133,96.813236,268.241027494
1447937669.57,124.47705,159.045754,51.065172,60.9845,2.7922774692
1447937670.3,161.84145,179.576058,17.307956,17.307956,-8.786712
1447937670.5,160.844495333,178.535162,4.803508,4.803508,-301.210008
1447937670.69,117.670138,177.932538,34.0143368,42.590772,1.622248
1447937670.9,113.624837636,156.922874,33.496628,39.878964,74.2633746403
1447937671.16,79.7961326667,160.387962,43.3385736,54.68434,3.197288
1447937671.77,151.04729,160.648186,67.442164,67.531188,-132.949409986
1447937790.44,107.405964286,123.682682,20.37586,20.37586,18.002664
1447937913.23,165.450622129,173.070458,46.0309581818,89.924148,-50.0601511884
1447937913.52,134.16697,167.920762,40.3763,45.864116,92.8126397252
1447937913.73,79.7413486667,98.646394,24.9444542857,27.073204,54.9919847312
1447937913.88,91.0881585714,145.185402,22.1876451429,23.991604,59.1835711632
1447937914.06,95.907194,140.282234,21.4121906667,29.716532,52.1261590328
