UR = 141.6338895
UT = 202.6029203
UL = 141.029723
UR = 142.4279369
UT = 201.96423000000001
UL = 141.029723
UR = 141.6511514
UT = 202.1713728
UL = 141.029723
UR = 141.6511514
UT = 202.2576823
UL = 141.029723
UR = 141.4957943
UT = 202.1713728
UL = 141.029723
UR = 142.0481751
UT = 202.1713728
UL = 141.029723
UR = 141.4957943
UT = 202.2576823
UL = 141.0469849
UR = 141.6338895
UT = 202.5166108
UL = 141.029723
UR = 141.6511514
UT = 202.482087
UL = 141.029723
UR = 142.44519880000001
UT = 202.6029203
UL = 141.029723
UR = 141.8755561
UT = 202.6029203
UL = 141.029723
UR = 142.3761512
UT = 202.482087
UL = 140.8916278
UR = 141.54758
UT = 202.6029203
UL = 140.9779373
UR = 142.0481751
UT = 202.654706
UL = 141.029723
UR = 141.4957943
UT = 202.5338727
UL = 141.4267467
UR = 141.5648419
UT = 202.5338727
UL = 141.4785324
UR = 141.6338895
UT = 202.654706
UL = 141.029723
UR = 142.0481751
UT = 202.5338727
UL = 141.029723
UR = 142.0481751
UT = 202.5338727
UL = 141.029723
UR = 141.5821038
UT = 202.654706
UL = 140.8398421
UR = 141.9273418
UT = 202.6029203
UL = 141.029723
UR = 142.0481751
UT = 202.482087
UL = 140.9779373
UR = 142.0481751
UT = 202.482087
UL = 141.029723
UR = 141.4094848
UT = 202.6029203
UL = 141.029723
UR = 141.5821038
UT = 202.1713728
UL = 141.029723
UR = 142.3761512
UT = 57.1023652
UL = 141.029723
UR = 141.5821038
UT = 55.2898657
UL = 140.8916278
UR = 141.9963894
UT = 54.0470089
UL = 141.029723
UR = 142.3761512
UT = 53.8398661
UL = 140.9779373
UR = 141.4440086
UT = 54.4440326
UL = 141.029723
UR = 141.5821038
UT = 54.5821278
UL = 141.029723
UR = 142.0481751
UT = 202.2576823
UL = 141.0469849
UR = 142.3761512
UT = 202.1713728
UL = 141.029723
UR = 141.4440086
UT = 202.9481583
UL = 140.8398421
UR = 141.4440086
UT = 202.2576823
UL = 140.9779373
UR = 141.5821038
UT = 203.4142296
UL = 141.029723
UR = 141.9963894
UT = 202.9826821
UL = 141.029723
UR = 141.9963894
UT = 202.6892298
UL = 140.9261516
UR = 141.4785324
UT = 57.1541509
UL = 140.9779373
UR = 141.5821038
UT = 202.9826821
UL = 141.029723
UR = 141.5821038
UT = 56.2220083
UL = 61.1761736
UR = 143.4981747
UT = 203.4832772
UL = 144.482103
UR = 143.619008
UT = 205.6064909
UL = 144.3785316
UR = 56.1356988
UT = 28.2577303
UL = 57.6202222
UR = 57.8101031
UT = 27.619040000000002
UL = 56.083913100000004
UR = 56.0148655
UT = 27.6880876
UL = 56.7571272
UR = 53.6327233
UT = 27.9297542
UL = 57.4476032
UR = 54.1333184
UT = 27.6880876
UL = 55.6005799
UR = 314.0457467
UT = 28.2922541
UL = 56.7571272
UR = 57.1196271
UT = 29.3279681
UL = 312.78562800000003
UR = 57.775579300000004
UT = 30.3464202
UL = 312.78562800000003
UR = 57.775579300000004
UT = 31.0196343
UL = 52.2690332
UR = 146.2773406
UT = 32.5214196
UL = 51.3541525
UR = 60.0196263
UT = 50.5601051
UL = 51.8720095
UR = 60.5720071
UT = 312.7511042
UL = 53.4773662
UR = 62.1601019
UT = 202.0160157
UL = 54.8755801
UR = 62.5571256
UT = 202.3957775
UL = 140.6154374
UR = 67.01069580000001
UT = 202.482087
UL = 56.7571272
UR = 142.0481751
UT = 202.6029203
UL = 58.0345078
UR = 67.1142672
UT = 202.0160157
UL = 58.863079
UR = 141.1505563
UT = 202.4648251
UL = 62.315459
UR = 141.1505563
UT = 202.4475632
UL = 141.4267467
UR = 141.61662760000002
UT = 202.4475632
UL = 141.029723
